"family","language","dialect","source","primarySource","poa1","poa2","vot.category","vot","voiceContrast","notes"
"Indo-European","English","British","Sokolovic-Perovic","Docherty1992",NA,"labial","long.lag",42,"yes","NA"
"Indo-European","English","British","Sokolovic-Perovic","Docherty1992",NA,"coronal","long.lag",67,"yes","NA"
"Indo-European","English","British","DeterdingNolan2007",NA,NA,"coronal","short.lag",17.7,"yes","NA"
"Indo-European","English","British","DeterdingNolan2007",NA,NA,"labial","short.lag",11,"yes","NA"
"Indo-European","English","British","Sokolovic-Perovic","Docherty1992",NA,"dorsal","short.lag",40,"yes","NA"
"Indo-European","English","British","DeterdingNolan2007",NA,NA,"dorsal","short.lag",29.3,"yes","NA"
"Indo-European","English","British","Sokolovic-Perovic","Docherty1992",NA,"labial","short.lag",25,"yes","NA"
"Indo-European","English","British","Sokolovic-Perovic","Docherty1992",NA,"coronal","short.lag",33,"yes","NA"
"Indo-European","English","Canadian","Sokolovic-Perovic","CaramazzaEtAl1973",NA,"labial","long.lag",62,"yes","NA"
"Indo-European","English","Canadian","Sokolovic-Perovic","CaramazzaEtAl1973",NA,"coronal","long.lag",70,"yes","NA"
"Indo-European","English","Canadian","Sokolovic-Perovic","CaramazzaEtAl1973",NA,"dorsal","long.lag",90,"yes","NA"
"Indo-European","English","Indian","AwanStine",NA,NA,"labial","short.lag",24.4,"yes","NA"
"Indo-European","English","Indian","AwanStine",NA,NA,"coronal","short.lag",36.02,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","BaumRyan1993",NA,"labial","long.lag",85,"yes","NA"
"Indo-European","English",NA,"Byrd1993","Byrd1993","bilabial","labial","long.lag",44,"yes","NA"
"Indo-European","English",NA,"Byrd1993","Byrd1993","alveolar","coronal","long.lag",49,"yes","NA"
"Indo-European","English",NA,"Byrd1993","Byrd1993","velar","dorsal","long.lag",52,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","MorrisBrown1987",NA,"coronal","long.lag",65,"yes","NA"
"Indo-European","English",NA,"Davis1991",NA,"velar","dorsal","long.lag",92.44,"yes","adult"
"Indo-European","English",NA,"AuzouEtAl2000","BaumRyan1993",NA,"coronal","long.lag",95,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","BaumRyan1993",NA,"dorsal","long.lag",110,"yes","NA"
"Indo-European","English",NA,"Banov2014","CaramazzaEtAl1973","bilabial","labial","long.lag",62,"yes","NA"
"Indo-European","English",NA,"Banov2014","CaramazzaEtAl1973","alveolar","coronal","long.lag",70,"yes","NA"
"Indo-European","English",NA,"Banov2014","CaramazzaEtAl1973","velar","dorsal","long.lag",90,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Docherty1992","bilabial","labial","long.lag",42,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Klatt1975","alveolar","coronal","long.lag",65,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Kopczynski1977","alveolar","coronal","long.lag",84,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Docherty1992","alveolar","coronal","long.lag",64,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Klatt1975","velar","dorsal","long.lag",70,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Kopczynski1977","velar","dorsal","long.lag",71,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Docherty1992","velar","dorsal","long.lag",62,"yes","NA"
"Indo-European","English",NA,"Kozminska2015","Yao2007",NA,"labial","long.lag",48,"yes","NA"
"Indo-European","English",NA,"FlegePort",NA,NA,"labial","long.lag",46,"yes","L1: English"
"Indo-European","English",NA,"FlegePort",NA,NA,"coronal","long.lag",56,"yes","L1: English"
"Indo-European","English",NA,"FlegePort",NA,NA,"dorsal","long.lag",67,"yes","L1: English"
"Indo-European","English",NA,"Knoll2015","Klatt1975","bilabial","labial","long.lag",47,"yes","NA"
"Indo-European","English",NA,"Knoll2015","Kopczynski1977","bilabial","labial","long.lag",82.5,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","HardcastleEtAl1985",NA,"labial","long.lag",65.3,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","HardcastleEtAl1985",NA,"coronal","long.lag",80,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","HardcastleEtAl1985",NA,"dorsal","long.lag",82.8,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","CarusoBurton1987",NA,"labial","long.lag",62.5,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","CarusoBurton1988",NA,"coronal","long.lag",71.9,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","CarusoBurton1989",NA,"dorsal","long.lag",74.8,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","MorrisBrown1987",NA,"labial","long.lag",70,"yes","NA"
"Indo-European","English",NA,"SimackovaPodlipsky2015",NA,NA,"coronal","long.lag",43,"yes","bilingual Czech, intended /p t/"
"Indo-European","English",NA,"SimackovaPodlipsky2015",NA,NA,"labial","long.lag",58,"yes","bilingual Czech, intended /p t/"
"Indo-European","English",NA,"SimackovaPodlipsky2015",NA,NA,"coronal","long.lag",71,"yes","bilingual Czech, intended /p t/"
"Indo-European","English",NA,"SimackovaPodlipsky2015",NA,NA,"labial","long.lag",53,"yes","NA"
"Indo-European","English",NA,"SimackovaPodlipsky2015",NA,NA,"coronal","long.lag",68,"yes","NA"
"Indo-European","English",NA,"Simental2014","Morgan2011","bilabial","labial","long.lag",72.2,"yes","NA"
"Indo-European","English",NA,"Simental2014","Morgan2011","alveolar","coronal","long.lag",78.8,"yes","NA"
"Indo-European","English",NA,"Simental2014","Morgan2011","velar","dorsal","long.lag",63.7,"yes","NA"
"Indo-European","English",NA,"Simental2014","Antoniouetal2011",NA,"labial","long.lag",76.1,"yes","NA"
"Indo-European","English",NA,"Simental2014","Antoniouetal2011",NA,"coronal","long.lag",91.9,"yes","NA"
"Indo-European","English",NA,"Simental2014",NA,NA,"labial","long.lag",48.6,"yes","NA"
"Indo-European","English",NA,"Simental2014",NA,NA,"coronal","long.lag",55.6,"yes","NA"
"Indo-European","English",NA,"Simental2014",NA,NA,"dorsal","long.lag",64.2,"yes","NA"
"Indo-European","English",NA,"Simon2010",NA,NA,"labial","long.lag",80,"yes","NA"
"Indo-European","English",NA,"Simon2010",NA,NA,"coronal","long.lag",73,"yes","NA"
"Indo-European","English",NA,"Simon2010",NA,NA,"dorsal","long.lag",76,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Hawkins1979","bilabial","labial","long.lag",47,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Suomi1980","bilabial","labial","long.lag",40,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Docherty1992","bilabial","labial","long.lag",45.74,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Simon2010","bilabial","labial","long.lag",80,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Hawkins1979","alveolar","coronal","long.lag",68,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Suomi1980","alveolar","coronal","long.lag",55,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Docherty1992","alveolar","coronal","long.lag",66.45,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Simon2010","alveolar","coronal","long.lag",73,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Hawkins1979","velar","dorsal","long.lag",72,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Suomi1980","velar","dorsal","long.lag",56,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Docherty1992","velar","dorsal","long.lag",66.09,"yes","NA"
"Indo-European","English",NA,"Vanlocke2011","Simon2010","velar","dorsal","long.lag",76,"yes","NA"
"Indo-European","English",NA,"Kozminska2015","Yao2007",NA,"coronal","long.lag",51,"yes","NA"
"Indo-European","English",NA,"Kozminska2015","Yao2007",NA,"dorsal","long.lag",58,"yes","NA"
"Indo-European","English",NA,"LiskerAbramson1964","LiskerAbramson1964","bilabial","labial","long.lag",58,"yes","NA"
"Indo-European","English",NA,"LiskerAbramson1964","LiskerAbramson1964","alveolar","coronal","long.lag",70,"yes","NA"
"Indo-European","English",NA,"LiskerAbramson1964","LiskerAbramson1964","velar","dorsal","long.lag",80,"yes","NA"
"Indo-European","English",NA,"MayrMontanari2015","McCarthyEtAl2013","bilabial","labial","long.lag",39,"yes","NA"
"Indo-European","English",NA,"MayrMontanari2015","McCarthyEtAl2013","alveolar","coronal","long.lag",58,"yes","NA"
"Indo-European","English",NA,"MayrMontanari2015","McCarthyEtAl2013","velar","dorsal","long.lag",65,"yes","NA"
"Indo-European","English",NA,"Oberly2008",NA,"labial","labial","long.lag",93,"yes","NA"
"Indo-European","English",NA,"Oberly2008",NA,"coronal","coronal","long.lag",109,"yes","NA"
"Indo-European","English",NA,"Oberly2008",NA,"dorsal","dorsal","long.lag",85,"yes","NA"
"Indo-European","English",NA,"SimackovaPodlipsky2015",NA,NA,"labial","long.lag",20,"yes","bilingual Czech, intended /p t/"
"Indo-European","English",NA,"Weber2007","SmitBernthal1983",NA,"labial","long.lag",49.7,"yes","NA"
"Indo-European","English",NA,"Weber2007","SmitBernthal1983",NA,"coronal","long.lag",86.6,"yes","NA"
"Indo-European","English",NA,"Weber2007","SmitBernthal1983",NA,"dorsal","long.lag",95.5,"yes","NA"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"labial","long.lag",67,"yes","male"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"coronal","long.lag",82,"yes","male"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"dorsal","long.lag",87,"yes","male"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"labial","long.lag",77,"yes","female"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"coronal","long.lag",95,"yes","female"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"dorsal","long.lag",87,"yes","female"
"Indo-European","English",NA,"AuzouEtAl2000","HardcastleEtAl1985",NA,"labial","short.lag",16.9,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","HardcastleEtAl1985",NA,"coronal","short.lag",15.7,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","HardcastleEtAl1985",NA,"dorsal","short.lag",21.3,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","CarusoBurton1990",NA,"labial","short.lag",19.7,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","CarusoBurton1991",NA,"coronal","short.lag",21.4,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","CarusoBurton1992",NA,"dorsal","short.lag",35.2,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","MorrisBrown1987",NA,"labial","short.lag",10,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","MorrisBrown1987",NA,"coronal","short.lag",0,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","BaumRyan1993",NA,"labial","short.lag",10,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","BaumRyan1993",NA,"coronal","short.lag",15,"yes","NA"
"Indo-European","English",NA,"AuzouEtAl2000","BaumRyan1993",NA,"dorsal","short.lag",30,"yes","NA"
"Indo-European","English",NA,"Weber2007","Klatt1975",NA,"dorsal","short.lag",27,"yes","NA"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"labial","short.lag",-14,"yes","male"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"coronal","short.lag",-43,"yes","male"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"dorsal","short.lag",-31,"yes","male"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"labial","short.lag",-7,"yes","female"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"coronal","short.lag",-10,"yes","female"
"Indo-European","English",NA,"Weber2007","RyallsZipprer1997",NA,"dorsal","short.lag",12,"yes","female"
"Indo-European","English",NA,"Davis1991",NA,"velar","dorsal","short.lag",30.73,"yes","adult,*these are the post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I copied over the wrong ones/we would also like the lead ones I'd be happy to add those""""these are the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I copied over the wrong ones/we would also like the lead ones I'd be hap""""hese are the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I copied over the wrong ones/we would also like the lead o""""ese are the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I copied over the wrong ones/we would also li""""se are the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I copied over the wrong ones/we w""""e are the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I copied over the wron"""" are the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I copied ove""""are the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values; if I c""""re the ""post-release"" VOT values -- the paper also gives ""lead"" VOT values""""e the ""post-release"" VOT values -- the paper also gives ""lead"" VOT"""" the ""post-release"" VOT values -- the paper also gives ""lea""""the ""post-release"" VOT values -- the paper also gives""""he ""post-release"" VOT values -- the paper also g""""e ""post-release"" VOT values -- the paper als"""" ""post-release"" VOT values -- the paper a""""""post-release"" VOT values -- the paper """"post-release"" VOT values -- the paper """"ost-release"" VOT values -""""st-release"" V""""t-"""
"Indo-European","English",NA,"Weber2007","Klatt1975",NA,"labial","short.lag",11,"yes","NA"
"Indo-European","English",NA,"Weber2007","SmitBernthal1983",NA,"labial","short.lag",12.7,"yes","NA"
"Indo-European","English",NA,"Weber2007","SmitBernthal1983",NA,"coronal","short.lag",24.4,"yes","NA"
"Indo-European","English",NA,"Weber2007","SmitBernthal1983",NA,"dorsal","short.lag",35.1,"yes","NA"
"Indo-European","English",NA,"Weber2007","Klatt1975",NA,"coronal","short.lag",17,"yes","NA"
"Indo-European","English",NA,"Byrd1993","Byrd1993","bilabial","labial","short.lag",18,"yes","NA"
"Indo-European","English",NA,"Byrd1993","Byrd1993","alveolar","coronal","short.lag",24,"yes","NA"
"Indo-European","English",NA,"Byrd1993","Byrd1993","velar","dorsal","short.lag",27,"yes","NA"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"bilabial","long.lag",18.58,"yes","insider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"bilabial","long.lag",36.97,"yes","researcher"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"bilabial","long.lag",34.23,"yes","outsider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"coronal","long.lag",23.62,"yes","insider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"coronal","long.lag",40.95,"yes","researcher"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"coronal","long.lag",42.6,"yes","outsider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"dorsal","long.lag",50.69,"yes","insider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"dorsal","long.lag",48.54,"yes","researcher"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"dorsal","long.lag",49.46,"yes","outsider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"bilabial","lead",-19.36,"yes","insider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"bilabial","lead",-8.64,"yes","researcher"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"bilabial","lead",-13.95,"yes","outsider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"coronal","lead",-15.66,"yes","insider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"coronal","lead",-5.47,"yes","researcher"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"coronal","lead",-2.97,"yes","outsider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"dorsal","lead",5.03,"yes","insider"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"dorsal","lead",14.05,"yes","researcher"
"Indo-European","English","Singaporean","Shin2018",NA,NA,"dorsal","lead",6.25,"yes","outsider"
"Uralic","Finnish",NA,"Maddieson2004","Suomi1980",NA,"labial","short.lag",9,"yes","NA"
"Uralic","Finnish",NA,"Maddieson2004","Suomi1980",NA,"coronal","short.lag",11,"yes","NA"
"Uralic","Finnish",NA,"Maddieson2004","Suomi1980",NA,"dorsal","short.lag",20,"yes","NA"
"Indo-European","French","Burkina Faso","MareuilEtAl2011",NA,NA,"labial","lead",-66,"yes","NA"
"Indo-European","French","Burkina Faso","MareuilEtAl2011",NA,NA,"coronal","lead",-58,"yes","NA"
"Indo-European","French","Burkina Faso","MareuilEtAl2011",NA,NA,"labial","short.lag",17,"yes","NA"
"Indo-European","French","Burkina Faso","MareuilEtAl2011",NA,NA,"coronal","short.lag",26,"yes","NA"
"Indo-European","French","Burkina Faso","MareuilEtAl2011",NA,NA,"dorsal","short.lag",31,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Yeni-KomshianEtAl1977",NA,"labial","lead",-77,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Yeni-KomshianEtAl1977",NA,"coronal","lead",-63,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Yeni-KomshianEtAl1977",NA,"dorsal","lead",-70,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Jacques1987",NA,"labial","lead",-60,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Jacques1987",NA,"coronal","lead",-40,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Jacques1987",NA,"dorsal","lead",51,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"labial","lead",-131,"yes","young"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"coronal","lead",-122,"yes","young"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"dorsal","lead",-120,"yes","young"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"labial","lead",-112,"yes","old"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"coronal","lead",-108,"yes","old"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"dorsal","lead",-108,"yes","old"
"Indo-European","French","Canadian","Sokolovic-Perovic","Yeni-KomshianEtAl1977",NA,"labial","long.lag",20,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Yeni-KomshianEtAl1977",NA,"coronal","long.lag",32,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Yeni-KomshianEtAl1977",NA,"dorsal","long.lag",40,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Jacques1987",NA,"labial","long.lag",10,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Jacques1987",NA,"coronal","long.lag",35,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","Jacques1987",NA,"dorsal","long.lag",33,"yes","NA"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"labial","long.lag",41,"yes","young"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"coronal","long.lag",58,"yes","young"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"dorsal","long.lag",73,"yes","young"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"labial","long.lag",34,"yes","old"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"coronal","long.lag",41,"yes","old"
"Indo-European","French","Canadian","Sokolovic-Perovic","RyallsEtAl1997",NA,"dorsal","long.lag",62,"yes","old"
"Indo-European","French","Ivory Coast","MareuilEtAl2012",NA,NA,"labial","lead",-65,"yes","NA"
"Indo-European","French","Ivory Coast","MareuilEtAl2012",NA,NA,"coronal","lead",-62,"yes","NA"
"Indo-European","French","Ivory Coast","MareuilEtAl2012",NA,NA,"dorsal","lead",-54,"yes","NA"
"Indo-European","French","Ivory Coast","MareuilEtAl2012",NA,NA,"labial","short.lag",12,"yes","NA"
"Indo-European","French","Ivory Coast","MareuilEtAl2012",NA,NA,"coronal","short.lag",23,"yes","NA"
"Indo-European","French","Ivory Coast","MareuilEtAl2012",NA,NA,"dorsal","short.lag",29,"yes","NA"
"Indo-European","French","Mali","MareuilEtAl2012",NA,NA,"labial","lead",-55,"yes","NA"
"Indo-European","French","Mali","MareuilEtAl2012",NA,NA,"coronal","lead",-61,"yes","NA"
"Indo-European","French","Mali","MareuilEtAl2012",NA,NA,"dorsal","lead",-42,"yes","NA"
"Indo-European","French","Mali","MareuilEtAl2012",NA,NA,"labial","short.lag",14,"yes","NA"
"Indo-European","French","Mali","MareuilEtAl2012",NA,NA,"coronal","short.lag",23,"yes","NA"
"Indo-European","French","Mali","MareuilEtAl2012",NA,NA,"dorsal","short.lag",33,"yes","NA"
"Indo-European","French",NA,"Banov2014","CaramazzaEtAl1973",NA,"labial","short.lag",18,"yes","monolingual"
"Indo-European","French",NA,"Banov2014","CaramazzaEtAl1973",NA,"coronal","short.lag",23,"yes","monolingual"
"Indo-European","French",NA,"Banov2014","CaramazzaEtAl1973",NA,"dorsal","short.lag",32,"yes","monolingual"
"Indo-European","French","Paris","Abdelli-Beruh2009","Abdelli-Beruh2009",NA,"labial","short.lag",8,"yes","average"
"Indo-European","French","Paris","Abdelli-Beruh2009","Abdelli-Beruh2009",NA,"coronal","short.lag",14,"yes","average"
"Indo-European","French","Paris","Abdelli-Beruh2009","Abdelli-Beruh2009",NA,"dorsal","short.lag",19,"yes","average"
"Indo-European","French","Paris","Abdelli-Beruh2009","Abdelli-Beruh2009",NA,"labial","short.lag",15,"yes","average"
"Indo-European","French","Paris","Abdelli-Beruh2009","Abdelli-Beruh2009",NA,"coronal","short.lag",23,"yes","average"
"Indo-European","French","Paris","Abdelli-Beruh2009","Abdelli-Beruh2009",NA,"dorsal","short.lag",32,"yes","average"
"Indo-European","French","Quebec","Banov2014","CaramazzaEtAl1973",NA,"labial","short.lag",20,"yes","NA"
"Indo-European","French","Quebec","Banov2014","CaramazzaEtAl1973",NA,"coronal","short.lag",28,"yes","NA"
"Indo-European","French","Quebec","Banov2014","CaramazzaEtAl1973",NA,"dorsal","short.lag",35,"yes","NA"
"Indo-European","French","Senegal","MareuilEtAl2012",NA,NA,"labial","lead",-65,"yes","NA"
"Indo-European","French","Senegal","MareuilEtAl2012",NA,NA,"coronal","lead",-70,"yes","NA"
"Indo-European","French","Senegal","MareuilEtAl2012",NA,NA,"dorsal","lead",-49,"yes","NA"
"Indo-European","French","Senegal","MareuilEtAl2012",NA,NA,"labial","short.lag",15,"yes","NA"
"Indo-European","French","Senegal","MareuilEtAl2012",NA,NA,"coronal","short.lag",20,"yes","NA"
"Indo-European","French","Senegal","MareuilEtAl2012",NA,NA,"dorsal","short.lag",29,"yes","NA"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"dorsal","long.lag",75,"yes","Subject1"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"labial","long.lag",42,"yes","Subject1"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"coronal","long.lag",59,"yes","Subject1"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"labial","long.lag",118,"yes","Subject2"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"coronal","long.lag",100,"yes","Subject2"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"dorsal","long.lag",116,"yes","Subject2"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"labial","short.lag",2,"yes","Subject1"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"coronal","short.lag",9,"yes","Subject1"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"dorsal","short.lag",22,"yes","Subject1"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"coronal","short.lag",10,"yes","Subject2"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"dorsal","short.lag",21,"yes","Subject2"
"Sino-Tibetan","Fukienese",NA,"IwataEtAl1979","IwataEtAl1979",NA,"labial","short.lag",7,"yes","Subject2"
"Indo-European","Gaelic (Scots)",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","long.lag",63,"yes","NA"
"Indo-European","Gaelic (Scots)",NA,"ChoLadefoged1999","ChoLadefoged1999","dental","coronal","long.lag",65,"yes","NA"
"Indo-European","Gaelic (Scots)",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","long.lag",73,"yes","NA"
"Indo-European","Gaelic (Scots)",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",13,"yes","NA"
"Indo-European","Gaelic (Scots)",NA,"ChoLadefoged1999","ChoLadefoged1999","dental","coronal","short.lag",22,"yes","NA"
"Indo-European","Gaelic (Scots)",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",28,"yes","NA"
"Sino-Tibetan","Galo",NA,"Post2007","Post2007",NA,"labial","lead",-89,"yes","NA"
"Sino-Tibetan","Galo",NA,"Post2007","Post2007",NA,"coronal","lead",-98,"yes","NA"
"Sino-Tibetan","Galo",NA,"Post2007","Post2007",NA,"dorsal","lead",-74,"yes","NA"
"Sino-Tibetan","Galo",NA,"Post2007","Post2007",NA,"labial","short.lag",8,"yes","NA"
"Sino-Tibetan","Galo",NA,"Post2007","Post2007",NA,"coronal","short.lag",12,"yes","NA"
"Sino-Tibetan","Galo",NA,"Post2007","Post2007",NA,"dorsal","short.lag",26,"yes","NA"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"labial","long.lag",59.6,"yes","IP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"labial","long.lag",64.8,"yes","AP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"coronal","long.lag",61.7,"yes","IP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"coronal","long.lag",64,"yes","AP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"dorsal","long.lag",69.6,"yes","IP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"dorsal","long.lag",70.5,"yes","AP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"labial","short.lag",11.4,"yes","IP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"labial","short.lag",6.5,"yes","AP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"coronal","short.lag",13.7,"yes","IP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"coronal","short.lag",10.1,"yes","AP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"dorsal","short.lag",24.7,"yes","IP.initial"
"Kartvelian","Georgian",NA,"Vicenik2008","Vicenik2008",NA,"dorsal","short.lag",16.8,"yes","AP.initial"
"Indo-European","German","Austrian","MoosmullerRingen","MoosmullerRingen",NA,"labial","long.lag",51.75,"yes","_i"
"Indo-European","German","Austrian","MoosmullerRingen","MoosmullerRingen",NA,"coronal","long.lag",61.33,"yes","_i"
"Indo-European","German","Austrian","MoosmullerRingen","MoosmullerRingen",NA,"dorsal","long.lag",99.5,"yes","_i"
"Indo-European","German","Austrian","MoosmullerRingen","MoosmullerRingen",NA,"labial","long.lag",28.83,"yes","_e"
"Indo-European","German","Austrian","MoosmullerRingen","MoosmullerRingen",NA,"coronal","long.lag",32.92,"yes","_e"
